,Freq
hard_JJ,1
hard_JJR,1
harsh_JJ,1
hate_VVD,1
haunt_VVN,1
hazard_VV,1
head_NN,1
hear_VVG,1
hear_VVN,1
heart_NN,1
help_VVD,1
here_RB,1
highly_RB,1
highway_NN,1
hitch_VV,1
hour_NNS,1
human_JJ,1
human_NNS,1
individual_JJ,1
individual_NNS,1
inertia_NN,1
inevitable_JJ,1
instead_RB,1
intelligent_JJ,1
Internet_NN,1
invent_VV,1
invent_VVN,1
join_VV,1
Jules_NP,1
kid_NN,1
kind_JJ,1
kind_NN,1
kindness_NN,1
know_VV,1
land_NN,1
less_RBR,1
let_VVN,1
life_NNS,1
light_NN,1
line_NN,1
listen_VVD,1
little_JJ,1
logic_NN,1
long_JJ,1
lot_NN,1
love_NN,1
love_VVD,1
luck_NN,1
machine_NNS,1
make_VVD,1
make_VVG,1
man_NN,1
Mark_NP,1
marry_VVN,1
marvel_NNS,1
math_NN,1
meaningful_JJ,1
memory_NN,1
mileage_NN,1
million_NNS,1
minor_JJ,1
moment_NN,1
month_NN,1
much_JJ,1
much_RB,1
narrate_VVG,1
New_NP,1
news_NN,1
Newton_NP,1
now_RB,1
off_RB,1
online_JJ,1
open_VVD,1
opera_NNS,1
original_JJ,1
other_NNS,1
own_JJ,1
owner_NNS,1
Park_NP,1
particular_JJ,1
passenger_NN,1
passion_NNS,1
path_NN,1
people_NNS,1
percent_NN,1
personal_JJ,1
physical_JJ,1
play_VV,1
plod_VVG,1
poke_VVD,1
prediction_NN,1
Princeton_NP,1
proclaim_VVD,1
proud_JJ,1
proudly_RB,1
puff_NNS,1
pull_VVD,1
quit_VV,1
ranch_NN,1
rate_NN,1
real_JJ,1
realm_NN,1
reasonable_JJ,1
reflection_NN,1
regret_VV,1
rejection_NN,1
relentless_JJ,1
remember_VV,1
repair_NNS,1
right_NN,1
roll_VVG,1
row_NN,1
S._NP,1
satisfy_VVN,1
say_VVN,1
scratch_NN,1
second_JJ,1
seduce_VV,1
see_VV,1
sell_VVG,1
series_NN,1
service_NN,1
shot_NN,1
sibling_NNS,1
sign_NNS,1
simply_RB,1
sit_VVG,1
sit_VVP,1
skill_NNS,1
smart_NNS,1
smell_NN,1
smoke_VVD,1
smoking_NN,1
soap_NN,1
solar_JJ,1
someone_NN,1
something_NN,1
sound_VVZ,1
specification_NNS,1
spend_VVD,1
spending_NN,1
startup_NNS,1
statistic_NNS,1
stop_VVD,1
sure_JJ,1
sure_RB,1
suspect_VVD,1
swashbuckling_JJ,1
synthesize_VV,1
synthesize_VVN,1
take_VVN,1
take_VVZ,1
talk_VV,1
tap_VVD,1
tear_NNS,1
telling_JJ,1
Texas_NP,1
thank_VV,1
thing_NN,1
thing_NNS,1
think_VVP,1
time_NN,1
tinfoil_NN,1
tiny_JJ,1
tire_NNS,1
title_NNS,1
today_NN,1
together_RB,1
tomorrow_NN,1
tough_JJ,1
travel_VV,1
travel_VVP,1
tricky_JJ,1
trip_NN,1
trouble_NN,1
try_VV,1
try_VVG,1
turn_VVN,1
Twain_NP,1
U._NP,1
ultimately_RB,1
umbrella_NN,1
usage_NN,1
useless_JJ,1
vaccinate_VV,1
Verne_NP,1
version_NN,1
vivid_JJ,1
wait_VVD,1
walk_NN,1
wall_NNS,1
want_VVP,1
watch_VVD,1
way_NN,1
way_NNS,1
Web_NP,1
well_RB,1
wife_NN,1
wilt_VV,1
windmill_NNS,1
word_NN,1
work_VVG,1
world_NN,1
worship_VVD,1
wrong_JJ,1
York_NP,1
young_JJ,1
