,Freq
PowerPoint_NP,2
problem_NN,2
put_VV,2
range_NN,2
real_JJ,2
right_JJ,2
Roadster_NP,2
rocket_NNS,2
solve_VV,2
space_NN,2
still_RB,2
sustainable_JJ,2
system_NN,2
take_VV,2
take_VVP,2
tell_VV,2
thrust_NN,2
today_NN,2
transport_NN,2
try_VV,2
try_VVG,2
useful_JJ,2
very_RB,2
well_RB,2
work_NN,2
work_NNS,2
world_NN,2
worth_JJ,2
21th_JJ,1
4-door_JJ,1
access_VV,1
accuse_VVN,1
achieve_VV,1
achieve_VVD,1
advice_NN,1
affect_VV,1
ago_RB,1
all_RB,1
already_RB,1
alternative_NN,1
analogy_NN,1
anywhere_RB,1
around_RB,1
Arthur_NP,1
ask_VV,1
ask_VVG,1
assumption_NNS,1
attractive_JJ,1
back_VV,1
background_NN,1
base_NN,1
battery_NNS,1
begin_VVD,1
beginning_NN,1
believe_VV,1
billion_NN,1
biosphere_NN,1
bit_NN,1
bit_NNS,1
blow_VVG,1
borderline_NN,1
break_VV,1
bug_NNS,1
burn_VVN,1
business_NN,1
buy_VV,1
buy_VVG,1
C._NP,1
calculation_NNS,1
California_NP,1
capacitor_NN,1
cart_NN,1
chance_NN,1
change_VV,1
charm_NN,1
Clark_NP,1
clear_JJ,1
closed-loop_NN,1
communicate_VV,1
company_NNS,1
complicated_JJ,1
computer_NN,1
consider_VVN,1
consumption_NN,1
convincing_JJ,1
correct_VV,1
cost_NN,1
create_VVD,1
creation_NN,1
crisis_NN,1
deal_NN,1
decide_VVD,1
deep_JJ,1
dehydrate_VVN,1
demonstration_NN,1
density_NN,1
develop_VVD,1
die_VV,1
distance_NN,1
distillation_NN,1
do_VVN,1
dock_VVD,1
Dragon_NP,1
draw_VVN,1
drop_VV,1
Earth_NP,1
earth_VV,1
easy_JJ,1
economy_NN,1
effective_JJ,1
effort_NN,1
either_RB,1
engineer_NNS,1
enlightened_JJ,1
enough_RB,1
essence_NN,1
event_NN,1
ever_RB,1
everything_NN,1
excite_VVN,1
existence_NN,1
existential_JJ,1
expensive_JJ,1
exploration_NN,1
explore_VV,1
explorer_NNS,1
extension_NN,1
fact_NN,1
fail_VVD,1
fairly_RB,1
far_RB,1
fast_JJ,1
feature_NN,1
feedback_NN,1
few_JJ,1
find_VVP,1
fine_NN,1
flight_NN,1
fly_VV,1
focus_NN,1
focus_VVD,1
form_NN,1
former_JJ,1
fortunately_RB,1
forward_RB,1
fourth_JJ,1
friend_NN,1
front_NN,1
furthest_JJ,1
future_JJ,1
gel_NN,1
generous_JJ,1
give_VV,1
go_VV,1
go_VVD,1
go_VVP,1
golf_NN,1
good_JJ,1
good_JJR,1
goodness_NN,1
grade_NN,1
graduation_NN,1
green_JJ,1
group_NN,1
guy_NNS,1
happen_VVP,1
hard_JJ,1
helpful_JJ,1
hold_VV,1
hope_VVP,1
hopefully_RB,1
huge_JJ,1
human_JJ,1
hydrate_VV,1
ICBM_NN,1
imagination_NN,1
imagine_VVN,1
improve_VV,1
indistinguishable_JJ,1
individual_NNS,1
information_NN,1
instantly_RB,1
integrate_VV,1
integrate_VVN,1
intend_VVN,1
introduction_NN,1
invent_VVG,1
keep_VV,1
keep_VVD,1
know_VVP,1
knowledge_NN,1
knuckle_NN,1
land_VV,1
landing_NN,1
last_JJ,1
late_RB,1
latter_NN,1
learn_VVD,1
leave_VVG,1
let_VV,1
like_VV,1
like_VVP,1
limit_NN,1
little_JJ,1
lot_NN,1
magician_NNS,1
magnitude_NN,1
manage_VVD,1
manner_NN,1
many_JJ,1
mark_NN,1
mean_VVP,1
mind_NN,1
miss_VVD,1
mission_NN,1
move_VV,1
much_JJ,1
much_RB,1
multi-planet_NN,1
multi-planetary_NN,1
nation_NN,1
need_NN,1
nobody_NN,1
note_VVG,1
now_RB,1
nutrient_JJ,1
Oasis_NP,1
object_NN,1
occur_VV,1
off_RB,1
often_RB,1
Okay_NP,1
okay_RB,1
old_JJR,1
only_JJ,1
only_RB,1
optimistic_JJ,1
orbit_VV,1
out_RB,1
outcome_NN,1
outcome_NNS,1
overreach_VVG,1
paper_NN,1
part_NNS,1
particularly_RB,1
pass_VVG,1
PayPal_JJ,1
perception_NNS,1
perhaps_RB,1
person_NN,1
perspective_NN,1
photo_NN,1
physical_JJ,1
physics_NN,1
pick_VVG,1
planetary_JJ,1
plant_NNS,1
plenty_NN,1
point_NN,1
pound_NNS,1
precedence_NN,1
preservation_NN,1
pretty_JJ,1
primitive_JJ,1
prior_JJ,1
probably_RB,1
problem_NNS,1
production_NN,1
prototype_NN,1
public_NN,1
pursue_VV,1
question_NNS,1
quite_RB,1
quote_NN,1
rapidly_RB,1
reach_VV,1
read_VVP,1
reason_NN,1
recently_RB,1
recommend_VVG,1
red_JJ,1
redundancy_NN,1
refurbish_VVN,1
relief_NN,1
respond_VV,1
respond_VVN,1
return_VVD,1
reusable_JJ,1
right_NN,1
run_VVP,1
S_NP,1
say_VVG,1
scale_NN,1
scale_VV,1
scope_NN,1
seamlessly_RB,1
sedan_NN,1
see_VV,1
seed_NNS,1
serve_VV,1
several_JJ,1
show_VVD,1
significant_JJ,1
sink_VV,1
site_NN,1
slow_JJ,1
small_JJ,1
smoothly_RB,1
software_NN,1
SolarCity_NP,1
somewhat_RB,1
sort_NN,1
sort_NNS,1
sort_VVP,1
spacecraft_NN,1
species_NN,1
spirit_NN,1
stake_NN,1
start_VV,1
station_NN,1
story_NN,1
study_VVD,1
stuff_NN,1
success_NN,1
successful_JJ,1
successive_JJ,1
sufficiently_RB,1
superlative_NNS,1
sure_JJ,1
sure_RB,1
talk_VVD,1
team_NN,1
tend_VVZ,1
tenuous_JJ,1
term_NNS,1
terrestrial_JJ,1
test_VV,1
third_JJ,1
too_RB,1
travel_VVN,1
tricky_JJ,1
trip_NN,1
trip_NNS,1
trouble_NN,1
true_JJ,1
try_VVD,1
ugly_JJ,1
universe_NN,1
upside_NN,1
use_VVD,1
vehicle_NN,1
vehicle_NNS,1
video_NNS,1
vitally_RB,1
volume_NN,1
want_VV,1
watch_VVP,1
weird_JJ,1
well_RBR,1
white_JJ,1
whole_JJ,1
will_NN,1
wonder_VVG,1
word_NN,1
work_VV,1
work_VVG,1
work_VVZ,1
writing_NN,1
yet_RB,1
young_JJ,1
